,Drug ID,Target ID,Label
257,DB00108,O75015,1
258,DB00108,P05362,1
259,DB00108,P12314,1
260,DB00109,Q53I07,1
261,DB00110,P13843,1
262,DB00110,P12314,1
263,DB00110,O75015,1
264,DB00110,P00736,1
265,DB00110,P02745,1
266,DB00110,P02746,1
267,DB00110,P02747,1
268,DB00110,P08637,1
269,DB00110,P31994,1
270,DB00112,P15692,1
271,DB00112,P02745,1
272,DB00112,P02746,1
273,DB00112,P02747,1
274,DB00112,P08637,1
275,DB00112,P12314,1
276,DB00112,P12318,1
277,DB00112,P31994,1
278,DB00112,P31995,1
279,DB00114,Q9BYV1,1
280,DB00114,Q99259,1
281,DB00114,P35520,1
282,DB00114,Q16719,1
283,DB00114,P34896,1
284,DB00114,Q9Y697,1
285,DB00114,P17174,1
286,DB00114,P04181,1
287,DB00114,P11926,1
288,DB00114,Q8N5Z0,1
289,DB00114,P80404,1
290,DB00114,Q9NVS9,1
291,DB00114,O95470,1
292,DB00114,P17735,1
293,DB00114,Q16773,1
294,DB00114,O15270,1
295,DB00114,Q9Y600,1
296,DB00114,P19113,1
297,DB00114,Q96A70,1
298,DB00114,P20132,1
299,DB00114,O75600,1
300,DB00114,P23378,1
301,DB00114,P24298,1
302,DB00114,Q9Y617,1
303,DB00114,P13196,1
304,DB00114,P21549,1
305,DB00114,Q96GD0,1
306,DB00114,O15269,1
307,DB00114,P32929,1
308,DB00114,P54687,1
309,DB00114,O15382,1
310,DB00114,O94903,1
311,DB00114,P00505,1
312,DB00114,P11216,1
313,DB00114,P11217,1
314,DB00114,P20711,1
315,DB00114,Q2TU84,1
316,DB00114,Q53ET4,1
317,DB00114,Q59FK2,1
318,DB00114,Q59GM9,1
319,DB00114,Q5JAM2,1
320,DB00114,Q5VZ30,1
321,DB00114,Q6IBS8,1
322,DB00114,Q6YP21,1
323,DB00114,Q6ZQY3,1
324,DB00114,Q96I15,1
325,DB00114,Q6WRI0,1
326,DB00114,Q8IUZ5,1
327,DB00114,Q8IVA8,1
328,DB00114,P34897,1
329,DB00114,P22557,1
330,DB00114,Q8TD30,1
331,DB00114,Q96EN8,1
332,DB00114,Q96GA7,1
333,DB00114,Q9BXA1,1
334,DB00114,Q9GZT4,1
335,DB00114,Q9HD40,1
336,DB00114,Q9NUV7,1
337,DB00114,Q9UGI5,1
338,DB00114,Q9UJX1,1
339,DB00115,Q99707,1
340,DB00115,P22033,1
341,DB00115,Q9UBK8,1
342,DB00115,Q8IVH4,1
343,DB00115,Q9Y4U1,1
344,DB00115,P42898,1
345,DB00118,P17707,1
346,DB00118,P31153,1
347,DB00118,P35520,1
348,DB00118,Q14749,1
349,DB00118,Q00266,1
350,DB00118,P21964,1
351,DB00118,Q8N1G2,1
352,DB00118,Q9HBK9,1
353,DB00119,P30613,1
354,DB00119,P14618,1
355,DB00119,P11177,1
356,DB00119,Q9BYV1,1
357,DB00119,O15403,1
358,DB00119,P36021,1
359,DB00119,O15374,1
360,DB00119,P80404,1
361,DB00119,O95907,1
362,DB00119,O15375,1
363,DB00119,O60669,1
364,DB00119,O15427,1
365,DB00119,P53985,1
366,DB00119,P11498,1
367,DB00120,O95363,1
368,DB00120,Q9Y285,1
369,DB00120,Q9NSD9,1
370,DB00120,P07101,1
371,DB00120,P17735,1
372,DB00120,P00439,1
373,DB00120,Q9UHI5,1
374,DB00121,P05166,1
375,DB00121,P50747,1
376,DB00121,Q9HCC0,1
377,DB00121,O00763,1
378,DB00121,Q96RQ3,1
379,DB00121,P11498,1
380,DB00121,P05165,1
381,DB00121,Q13085,1
382,DB00122,P22303,1
383,DB00122,Q9Y5K3,1
384,DB00122,P49585,1
385,DB00122,O14939,1
386,DB00122,P06276,1
387,DB00122,Q13393,1
388,DB00122,Q8TCT1,1
389,DB00122,P36544,1
390,DB00123,O43246,1
391,DB00123,Q8WY07,1
392,DB00123,Q15046,1
393,DB00123,P30825,1
394,DB00123,P52569,1
395,DB00126,Q54873,1
396,DB00126,P24300,1
397,DB00126,O00469,1
398,DB00126,O14832,1
399,DB00126,O60568,1
400,DB00126,O75936,1
401,DB00126,P09172,1
402,DB00126,P19021,1
403,DB00126,Q32P28,1
404,DB00126,Q8IVL5,1
405,DB00126,Q8IVL6,1
406,DB00126,P13674,1
407,DB00126,Q8N543,1
408,DB00126,Q6N063,1
409,DB00126,Q6NS38,1
410,DB00126,Q96Q83,1
411,DB00126,Q9BY66,1
412,DB00126,Q02809,1
413,DB00126,Q9NVH6,1
414,DB00126,Q9NXG6,1
415,DB00126,Q9GZT9,1
416,DB00126,Q96KS0,1
417,DB00126,Q9H6Z9,1
418,DB00128,P45381,1
419,DB00128,P08243,1
420,DB00128,O75746,1
421,DB00128,Q9UJS0,1
422,DB00128,P00505,1
423,DB00128,Q03154,1
424,DB00128,Q12797,1
425,DB00128,P17174,1
426,DB00128,P00966,1
427,DB00128,P14868,1
428,DB00128,Q5T6L4,1
429,DB00128,P43005,1
430,DB00128,P22234,1
431,DB00128,P30520,1
432,DB00128,Q6PI48,1
433,DB00128,Q7L266,1
434,DB00128,P07998,1
435,DB00128,P61626,1
436,DB00128,Q8N142,1
437,DB00128,P30520,1
438,DB00129,P04181,1
439,DB00129,P00480,1
440,DB00129,P05089,1
441,DB00129,P54368,1
442,DB00129,P30825,1
443,DB00129,P52569,1
444,DB00129,Q9BXI2,1
445,DB00129,P78540,1
446,DB00129,Q9Y619,1
447,DB00129,P50440,1
448,DB00130,Q06203,1
449,DB00130,P17812,1
450,DB00130,P15104,1
451,DB00131,Q9Y478,1
452,DB00131,Q08828,1
453,DB00131,Q9NR19,1
454,DB00131,Q07343,1
455,DB00131,P33121,1
456,DB00131,Q13131,1
457,DB00131,P16220,1
458,DB00131,Q08499,1
459,DB00131,P49773,1
460,DB00131,P09467,1
461,DB00131,P55263,1
462,DB00131,Q13131,1
463,DB00131,P54646,1
464,DB00131,Q9Y478,1
465,DB00131,O43741,1
466,DB00131,P54619,1
467,DB00131,Q9UGJ0,1
468,DB00131,Q9UGI9,1
469,DB00132,O60427,1
470,DB00132,P32418,1
471,DB00132,Q8NER1,1
472,DB00132,O95864,1
473,DB00132,Q07869,1
474,DB00132,Q96RI1,1
475,DB00132,Q03181,1
476,DB00132,P37231,1
477,DB00132,P19793,1
478,DB00132,Q9NXB9,1
479,DB00132,Q9NYP7,1
480,DB00134,Q99707,1
481,DB00134,Q9UBK8,1
482,DB00134,Q93088,1
483,DB00134,P50579,1
484,DB00134,Q9H2M3,1
485,DB00135,P54577,1
486,DB00135,Q9Y2Z4,1
487,DB00135,P07101,1
488,DB00135,P17735,1
489,DB00136,P11473,1
490,DB00136,P31260,1
491,DB00138,Q9UPY5,1
492,DB00138,O60931,1
493,DB00139,P51649,1
494,DB00139,Q9BXA5,1
495,DB00140,Q969G6,1
496,DB00140,P0AFU8,1
497,DB00140,P30043,1
498,DB00141,P15291,1
499,DB00141,O60513,1
500,DB00141,Q9UJ70,1
501,DB00141,Q9UK23,1
502,DB00141,P54802,1
503,DB00141,P51606,1
504,DB00142,Q13255,1
505,DB00142,Q14833,1
506,DB00142,Q16099,1
507,DB00142,Q16478,1
508,DB00142,Q14831,1
509,DB00142,O00222,1
510,DB00142,O00341,1
511,DB00142,O14841,1
512,DB00142,O15067,1
513,DB00142,O15382,1
514,DB00142,O15399,1
515,DB00142,O94925,1
516,DB00142,P00505,1
517,DB00142,P07814,1
518,DB00142,P08243,1
519,DB00142,P15104,1
520,DB00142,P17174,1
521,DB00142,P17735,1
522,DB00142,P24298,1
523,DB00142,P38435,1
524,DB00142,P43003,1
525,DB00142,P43004,1
526,DB00142,P43005,1
527,DB00142,P48506,1
528,DB00142,P48664,1
529,DB00142,P49448,1
530,DB00142,P49915,1
531,DB00142,P54687,1
532,DB00142,P80404,1
533,DB00142,Q05586,1
534,DB00142,Q05932,1
535,DB00142,Q07075,1
536,DB00142,Q12879,1
537,DB00142,Q13224,1
538,DB00142,Q14957,1
539,DB00142,Q2TU84,1
540,DB00142,Q5JPH6,1
541,DB00142,Q6IA69,1
542,DB00142,Q8N159,1
543,DB00142,Q8N5Z0,1
544,DB00142,Q8TCU5,1
545,DB00142,Q8TD30,1
546,DB00142,Q9UDR5,1
547,DB00142,Q9UI32,1
548,DB00142,Q9ULA0,1
549,DB00142,Q9UPY5,1
550,DB00142,Q9Y646,1
551,DB00142,Q9Y617,1
552,DB00142,P00367,1
553,DB00142,P39086,1
554,DB00142,P42261,1
555,DB00142,P48507,1
556,DB00142,Q04609,1
557,DB00142,Q05329,1
558,DB00142,Q99259,1
559,DB00142,O95954,1
560,DB00142,P42262,1
561,DB00142,P42263,1
562,DB00142,P48058,1
563,DB00142,P54886,1
564,DB00142,Q13002,1
565,DB00142,Q13003,1
566,DB00143,P48637,1
567,DB00143,P00390,1
568,DB00143,P09488,1
569,DB00143,Q9Y2Q3,1
570,DB00143,Q16772,1
571,DB00143,P21266,1
572,DB00143,O15217,1
573,DB00143,Q03013,1
574,DB00143,Q7RTV2,1
575,DB00143,P09211,1
576,DB00143,P78417,1
577,DB00143,P07203,1
578,DB00143,P18283,1
579,DB00143,P30711,1
580,DB00143,O43708,1
581,DB00143,O75715,1
582,DB00143,P22352,1
583,DB00143,P19440,1
584,DB00143,Q04760,1
585,DB00143,Q16873,1
586,DB00143,P36969,1
587,DB00143,O60760,1
588,DB00143,P28161,1
589,DB00143,Q16775,1
590,DB00143,P09210,1
591,DB00143,O14880,1
592,DB00143,P08263,1
593,DB00143,P10620,1
594,DB00143,P10768,1
595,DB00143,P35754,1
596,DB00143,P46439,1
597,DB00143,P59796,1
598,DB00143,Q6NSD4,1
599,DB00143,Q96SL4,1
600,DB00143,Q99735,1
601,DB00143,Q9H4Y5,1
602,DB00143,Q9NS18,1
603,DB00143,P15121,1
604,DB00143,P14780,1
605,DB00143,P08684,1
606,DB00143,O75715,1
607,DB00143,P07203,1
608,DB00143,P18283,1
609,DB00143,P22352,1
610,DB00143,P59796,1
611,DB00143,Q96SL4,1
612,DB00143,P36969,1
613,DB00143,Q8TED1,1
614,DB00145,O75600,1
615,DB00145,P13196,1
616,DB00145,P22557,1
617,DB00145,P41250,1
618,DB00145,Q12879,1
619,DB00145,Q14032,1
620,DB00145,Q14330,1
621,DB00145,P48637,1
622,DB00145,Q14957,1
623,DB00145,Q53ET4,1
624,DB00145,Q6IB77,1
625,DB00145,P34897,1
626,DB00145,Q8WU03,1
627,DB00145,Q969I3,1
628,DB00145,Q9BYV1,1
629,DB00145,Q9P0Z9,1
630,DB00145,O60391,1
631,DB00145,P23415,1
632,DB00145,P21549,1
633,DB00145,P48167,1
634,DB00145,P34896,1
635,DB00145,O75311,1
636,DB00145,P23416,1
637,DB00145,Q14749,1
638,DB00145,P50440,1
639,DB00146,P11473,1
640,DB00148,P06732,1
641,DB00148,P12532,1
642,DB00148,P12277,1
643,DB00148,P17540,1
644,DB00148,P48029,1
645,DB00148,Q14353,1
646,DB00150,P23381,1
647,DB00150,P00953,1
648,DB00150,Q9UGM6,1
649,DB00151,P48507,1
650,DB00151,P48506,1
651,DB00151,P17174,1
652,DB00151,P00505,1
653,DB00151,P32929,1
654,DB00151,P35520,1
655,DB00151,P49589,1
656,DB00151,P16455,1
657,DB00151,P48637,1
658,DB00151,Q9HA77,1
659,DB00151,Q9Y600,1
660,DB00151,Q9Y697,1
661,DB00151,Q16878,1
662,DB00152,Q9H3S4,1
663,DB00153,P11473,1
664,DB00153,Q06432,1
665,DB00153,Q9Y698,1
666,DB00153,O60359,1
667,DB00153,Q9UBN1,1
668,DB00153,Q9UF02,1
669,DB00153,Q9BXT2,1
670,DB00153,P62955,1
671,DB00153,Q8WXS5,1
672,DB00153,P54289,1
673,DB00153,Q9NY47,1
674,DB00153,Q8IZS8,1
675,DB00153,Q7Z3S7,1
676,DB00153,Q13936,1
677,DB00153,Q01668,1
678,DB00153,O60840,1
679,DB00153,Q13698,1
680,DB00153,Q02641,1
681,DB00153,Q08289,1
682,DB00153,P54284,1
683,DB00153,O00305,1
684,DB00153,Q00975,1
685,DB00153,O00555,1
686,DB00153,Q15878,1
687,DB00153,O43497,1
688,DB00153,O95180,1
689,DB00153,Q9P0X4,1
690,DB00156,P26639,1
691,DB00156,Q9BW92,1
692,DB00157,P37059,1
693,DB00157,Q13423,1
694,DB00157,P11766,1
695,DB00157,P48728,1
696,DB00157,P50213,1
697,DB00157,P56181,1
698,DB00157,Q9UBM7,1
699,DB00157,O00217,1
700,DB00157,Q15738,1
701,DB00157,P14060,1
702,DB00157,P26439,1
703,DB00157,P10515,1
704,DB00157,P07195,1
705,DB00157,Q9UDR5,1
706,DB00157,O95299,1
707,DB00157,O43920,1
708,DB00157,O75380,1
709,DB00157,Q15800,1
710,DB00157,P11177,1
711,DB00157,Q9BYZ2,1
712,DB00157,Q04828,1
713,DB00157,P31937,1
714,DB00157,P80365,1
715,DB00157,P05091,1
716,DB00157,P49419,1
717,DB00157,P19404,1
718,DB00157,P23368,1
719,DB00157,P07864,1
720,DB00157,P51649,1
721,DB00157,P00387,1
722,DB00157,O43175,1
723,DB00157,Q02218,1
724,DB00157,O00483,1
725,DB00157,O95298,1
726,DB00157,Q02338,1
727,DB00157,P00367,1
728,DB00157,P56937,1
729,DB00157,O75489,1
730,DB00157,P48448,1
731,DB00157,P14061,1
732,DB00157,P03897,1
733,DB00157,P21695,1
734,DB00157,P56556,1
735,DB00157,P16083,1
736,DB00157,O15239,1
737,DB00157,P32322,1
738,DB00157,P07327,1
739,DB00157,Q02252,1
740,DB00157,O43674,1
741,DB00157,P30038,1
742,DB00157,O96000,1
743,DB00157,P14679,1
744,DB00157,P40939,1
745,DB00157,P13995,1
746,DB00157,P03901,1
747,DB00157,O43676,1
748,DB00157,P49189,1
749,DB00157,O95168,1
750,DB00157,Q6ZMR3,1
751,DB00157,Q00796,1
752,DB00157,Q16795,1
753,DB00157,O75251,1
754,DB00157,O43677,1
755,DB00157,Q99714,1
756,DB00157,Q9NRX3,1
757,DB00157,Q16798,1
758,DB00157,P28845,1
759,DB00157,P00374,1
760,DB00157,P37058,1
761,DB00157,O75438,1
762,DB00157,P05093,1
763,DB00157,P03923,1
764,DB00157,O95479,1
765,DB00157,P08319,1
766,DB00157,P51970,1
767,DB00157,O95139,1
768,DB00157,Q16836,1
769,DB00157,P00325,1
770,DB00157,O95182,1
771,DB00157,P51659,1
772,DB00157,Q02928,1
773,DB00157,P00338,1
774,DB00157,O95178,1
775,DB00157,P17516,1
776,DB00157,P43353,1
777,DB00157,P00326,1
778,DB00157,Q16718,1
779,DB00157,P30837,1
780,DB00157,P49821,1
781,DB00157,P28331,1
782,DB00157,O43181,1
783,DB00157,P03886,1
784,DB00157,P17568,1
785,DB00157,O94788,1
786,DB00157,P40394,1
787,DB00157,Q9P0J0,1
788,DB00157,P09417,1
789,DB00157,Q86Y39,1
790,DB00157,P04406,1
791,DB00157,O14561,1
792,DB00157,O43678,1
793,DB00157,P03905,1
794,DB00157,P15428,1
795,DB00157,P00352,1
796,DB00157,O43837,1
797,DB00157,Q16878,1
798,DB00157,Q92781,1
799,DB00157,P08559,1
800,DB00157,P04035,1
801,DB00157,Q92506,1
802,DB00157,P03915,1
803,DB00157,P47895,1
804,DB00157,Q08426,1
805,DB00157,P30519,1
806,DB00157,P40925,1
807,DB00157,P42330,1
808,DB00157,P30043,1
809,DB00157,Q9Y6M9,1
810,DB00157,P51648,1
811,DB00157,P48163,1
812,DB00157,P29803,1
813,DB00157,P11586,1
814,DB00157,P52895,1
815,DB00157,O60701,1
816,DB00157,P00390,1
817,DB00157,P03891,1
818,DB00157,Q13630,1
819,DB00157,O95169,1
820,DB00157,O95167,1
821,DB00157,P30838,1
822,DB00157,O14556,1
823,DB00157,P12268,1
824,DB00157,Q96C36,1
825,DB00157,O75306,1
826,DB00157,P09601,1
827,DB00157,P09622,1
828,DB00157,P53004,1
829,DB00157,P15121,1
830,DB00157,Q9UI09,1
831,DB00157,P49448,1
832,DB00157,P20839,1
833,DB00157,P16219,1
834,DB00157,P51553,1
835,DB00157,P40926,1
836,DB00158,P14207,1
837,DB00158,P41439,1
838,DB00158,P15328,1
839,DB00159,P35354,1
840,DB00159,P23219,1
841,DB00159,P37231,1
842,DB00159,Q03181,1
843,DB00159,O60427,1
844,DB00159,O60488,1
845,DB00159,O14842,1
846,DB00159,P32418,1
847,DB00159,Q8NER1,1
848,DB00159,Q07869,1
849,DB00161,P26640,1
850,DB00161,P54687,1
851,DB00161,P05166,1
852,DB00162,Q9BTZ2,1
853,DB00162,O94788,1
854,DB00162,P00352,1
855,DB00162,Q92781,1
856,DB00162,P47895,1
857,DB00162,Q8NBN7,1
858,DB00162,Q96NR8,1
859,DB00162,O95237,1
860,DB00162,O75911,1
861,DB00162,Q6NUM9,1
862,DB00162,Q8TC12,1
863,DB00162,Q9HBH5,1
864,DB00162,Q9NYR8,1
865,DB00162,P05090,1
866,DB00162,P41222,1
867,DB00163,Q9UDX3,1
868,DB00163,P09917,1
869,DB00163,O76054,1
870,DB00163,Q9UDX4,1
871,DB00163,P05771,1
872,DB00163,O75469,1
873,DB00163,P17252,1
874,DB00163,P23743,1
875,DB00163,P62714,1
876,DB00163,P67775,1
877,DB00165,O00764,1
878,DB00166,Q9Y234,1
879,DB00166,Q9Y289,1
880,DB00166,O43766,1
881,DB00169,P11473,1
882,DB00170,P38435,1
883,DB00170,Q9BQB6,1
884,DB00170,Q8N0U8,1
885,DB00170,P00734,1
886,DB00170,P00740,1
887,DB00170,P04070,1
888,DB00170,P07225,1
889,DB00170,P16083,1
890,DB00170,P15559,1
891,DB00170,P02818,1
892,DB00173,P07741,1
893,DB00173,O00763,1
894,DB00173,Q13126,1
895,DB00173,Q05603,1
896,DB00173,P0AF12,1
897,DB00173,Q8RLY5,1
898,DB00173,P17802,1
899,DB00173,Q9BY49,1
900,DB00173,Q5SL87,1
901,DB00173,P24666,1
902,DB00173,P78362,1
903,DB00174,P08243,1
904,DB00174,Q15758,1
905,DB00174,O43776,1
906,DB00174,Q7L266,1
907,DB00174,Q96I59,1
908,DB00174,Q9H2H9,1
909,DB00174,Q96QD8,1
910,DB00174,Q99624,1
911,DB00174,Q969I6,1
912,DB00175,P04035,1
913,DB00175,Q92769,1
914,DB00176,P31645,1
915,DB00176,Q12809,1
916,DB00177,P30556,1
917,DB00178,P12821,1
918,DB00178,P46663,1
919,DB00179,P09917,1
920,DB00179,P04278,1
921,DB00180,P04150,1
922,DB00181,Q9UBS5,1
923,DB00181,O75899,1
924,DB00182,Q05940,1
925,DB00182,Q01959,1
926,DB00182,Q16568,1
927,DB00182,Q96RJ0,1
928,DB00182,P23975,1
929,DB00182,P35348,1
930,DB00182,P35368,1
931,DB00182,P25100,1
932,DB00182,P08913,1
933,DB00182,P18089,1
934,DB00182,P18825,1
935,DB00182,P08588,1
936,DB00182,P07550,1
937,DB00182,P13945,1
938,DB00182,P14416,1
939,DB00182,P27338,1
940,DB00182,P31645,1
941,DB00182,P21397,1
942,DB00182,P27338,1
943,DB00182,Q99870,1
944,DB00183,P32239,1
945,DB00184,P43681,1
946,DB00184,P36544,1
947,DB00184,P17787,1
948,DB00184,Q15822,1
949,DB00184,P32297,1
950,DB00184,P30532,1
951,DB00184,Q15825,1
952,DB00184,Q9UGM1,1
953,DB00184,Q9GZZ6,1
954,DB00184,Q05901,1
955,DB00184,P30926,1
956,DB00184,P11511,1
957,DB00184,P28329,1
958,DB00185,P20309,1
959,DB00185,P11229,1
960,DB00186,P14867,1
961,DB00186,P47869,1
962,DB00186,P34903,1
963,DB00186,P48169,1
964,DB00186,P31644,1
965,DB00186,Q16445,1
966,DB00186,P18505,1
967,DB00186,P47870,1
968,DB00186,P28472,1
969,DB00186,O14764,1
970,DB00186,P78334,1
971,DB00186,Q8N1C3,1
972,DB00186,P18507,1
973,DB00186,Q99928,1
974,DB00186,O00591,1
975,DB00186,Q9UN88,1
976,DB00186,P14867,1
977,DB00186,P47869,1
978,DB00186,P34903,1
979,DB00186,P31644,1
980,DB00186,Q8N1C3,1
981,DB00186,P18507,1
982,DB00186,Q99928,1
983,DB00187,P08588,1
984,DB00188,P28074,1
985,DB00188,P20618,1
986,DB00189,P14867,1
987,DB00189,P47869,1
988,DB00189,P34903,1
989,DB00189,P48169,1
990,DB00189,P31644,1
991,DB00189,Q16445,1
992,DB00189,P18505,1
993,DB00189,P47870,1
994,DB00189,P28472,1
995,DB00189,O14764,1
996,DB00189,P78334,1
997,DB00189,Q8N1C3,1
998,DB00189,P18507,1
999,DB00189,Q99928,1
1000,DB00189,O00591,1
1001,DB00189,Q9UN88,1
1002,DB00190,P20711,1
1003,DB00191,P23975,1
1004,DB00191,P31645,1
1005,DB00191,Q01959,1
1006,DB00191,P21397,1
1007,DB00191,P27338,1
1008,DB00191,P01303,1
1009,DB00192,Q14524,1
1010,DB00193,P35372,1
1011,DB00193,P23975,1
1012,DB00193,P31645,1
1013,DB00193,P28335,1
1014,DB00193,P41145,1
1015,DB00193,P41143,1
